"Notes"	"Year"	"Year Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Non-Injury: Infections of kidney"	"GR113-102"	10	99679433	Unreliable
	"2007"	"2007"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	99679433	Unreliable
	"2007"	"2007"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	7	99679433	Unreliable
	"2007"	"2007"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	154	99679433	0.2
	"2007"	"2007"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	109	99679433	0.1
	"2007"	"2007"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1322	99679433	1.3
	"2007"	"2007"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	922	99679433	0.9
	"2007"	"2007"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3432	99679433	3.4
	"2007"	"2007"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	74	99679433	0.1
"Total"	"2007"	"2007"			44832	99679433	45.0
	"2008"	"2008"	"Cut/Pierce"	"GRINJ-001"	581	100166141	0.6
	"2008"	"2008"	"Drowning"	"GRINJ-002"	1373	100166141	1.4
	"2008"	"2008"	"Fall"	"GRINJ-003"	428	100166141	0.4
	"2008"	"2008"	"Fire/Flame"	"GRINJ-004"	538	100166141	0.5
	"2008"	"2008"	"Hot object/Substance"	"GRINJ-005"	9	100166141	Unreliable
	"2008"	"2008"	"Firearm"	"GRINJ-006"	7052	100166141	7.0
	"2008"	"2008"	"Machinery"	"GRINJ-007"	68	100166141	0.1
	"2008"	"2008"	"Motor Vehicle Traffic"	"GRINJ-008"	9910	100166141	9.9
	"2008"	"2008"	"Other Pedal cyclist"	"GRINJ-009"	48	100166141	0.0
	"2008"	"2008"	"Other Pedestrian"	"GRINJ-010"	299	100166141	0.3
	"2008"	"2008"	"Other land transport"	"GRINJ-011"	453	100166141	0.5
	"2008"	"2008"	"Other transport"	"GRINJ-012"	142	100166141	0.1
	"2008"	"2008"	"Natural/Environmental"	"GRINJ-013"	130	100166141	0.1
	"2008"	"2008"	"Poisoning"	"GRINJ-015"	4000	100166141	4.0
	"2008"	"2008"	"Struck by or against"	"GRINJ-016"	167	100166141	0.2
	"2008"	"2008"	"Suffocation"	"GRINJ-017"	2339	100166141	2.3
	"2008"	"2008"	"Other specified, classifiable Injury"	"GRINJ-018"	324	100166141	0.3
	"2008"	"2008"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	212	100166141	0.2
	"2008"	"2008"	"Unspecified Injury"	"GRINJ-020"	603	100166141	0.6
	"2008"	"2008"	"Non-Injury: Intestinal infections"	"GR113 001-003"	15	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Tuberculosis"	"GR113 005-006"	11	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Meningococcal infection"	"GR113-009"	38	100166141	0.0
	"2008"	"2008"	"Non-Injury: Septicemia"	"GR113-010"	293	100166141	0.3
	"2008"	"2008"	"Non-Injury: Syphilis"	"GR113-011"	1	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Viral hepatitis"	"GR113-015"	11	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	171	100166141	0.2
	"2008"	"2008"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	190	100166141	0.2
	"2008"	"2008"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2947	100166141	2.9
	"2008"	"2008"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	229	100166141	0.2
	"2008"	"2008"	"Non-Injury: Anemias"	"GR113-045"	174	100166141	0.2
	"2008"	"2008"	"Non-Injury: Diabetes mellitus"	"GR113-046"	245	100166141	0.2
	"2008"	"2008"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	10	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Meningitis"	"GR113-050"	51	100166141	0.1
	"2008"	"2008"	"Non-Injury: Parkinsons disease"	"GR113-051"	4	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1480	100166141	1.5
	"2008"	"2008"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	26	100166141	0.0
	"2008"	"2008"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	349	100166141	0.3
	"2008"	"2008"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	70	100166141	0.1
	"2008"	"2008"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	58	100166141	0.1
	"2008"	"2008"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	437	100166141	0.4
	"2008"	"2008"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	28	100166141	0.0
	"2008"	"2008"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	336	100166141	0.3
	"2008"	"2008"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	56	100166141	0.1
	"2008"	"2008"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	297	100166141	0.3
	"2008"	"2008"	"Non-Injury: Peptic ulcer"	"GR113-090"	10	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Diseases of appendix"	"GR113-091"	23	100166141	0.0
	"2008"	"2008"	"Non-Injury: Hernia"	"GR113-092"	8	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	25	100166141	0.0
	"2008"	"2008"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	8	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	109	100166141	0.1
	"2008"	"2008"	"Non-Injury: Infections of kidney"	"GR113-102"	9	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	2	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	11	100166141	Unreliable
	"2008"	"2008"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	158	100166141	0.2
	"2008"	"2008"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	103	100166141	0.1
	"2008"	"2008"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1319	100166141	1.3
	"2008"	"2008"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	1089	100166141	1.1
	"2008"	"2008"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3425	100166141	3.4
	"2008"	"2008"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	75	100166141	0.1
"Total"	"2008"	"2008"			42579	100166141	42.5
	"2009"	"2009"	"Cut/Pierce"	"GRINJ-001"	504	100660926	0.5
	"2009"	"2009"	"Drowning"	"GRINJ-002"	1314	100660926	1.3
	"2009"	"2009"	"Fall"	"GRINJ-003"	385	100660926	0.4
	"2009"	"2009"	"Fire/Flame"	"GRINJ-004"	517	100660926	0.5
	"2009"	"2009"	"Hot object/Substance"	"GRINJ-005"	3	100660926	Unreliable
	"2009"	"2009"	"Firearm"	"GRINJ-006"	6637	100660926	6.6
	"2009"	"2009"	"Machinery"	"GRINJ-007"	55	100660926	0.1
	"2009"	"2009"	"Motor Vehicle Traffic"	"GRINJ-008"	8682	100660926	8.6
	"2009"	"2009"	"Other Pedal cyclist"	"GRINJ-009"	39	100660926	0.0
	"2009"	"2009"	"Other Pedestrian"	"GRINJ-010"	267	100660926	0.3
	"2009"	"2009"	"Other land transport"	"GRINJ-011"	385	100660926	0.4
	"2009"	"2009"	"Other transport"	"GRINJ-012"	139	100660926	0.1
	"2009"	"2009"	"Natural/Environmental"	"GRINJ-013"	105	100660926	0.1
	"2009"	"2009"	"Overexertion"	"GRINJ-014"	1	100660926	Unreliable
	"2009"	"2009"	"Poisoning"	"GRINJ-015"	3825	100660926	3.8
	"2009"	"2009"	"Struck by or against"	"GRINJ-016"	127	100660926	0.1
	"2009"	"2009"	"Suffocation"	"GRINJ-017"	2354	100660926	2.3
	"2009"	"2009"	"Other specified, classifiable Injury"	"GRINJ-018"	323	100660926	0.3
	"2009"	"2009"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	202	100660926	0.2
	"2009"	"2009"	"Unspecified Injury"	"GRINJ-020"	577	100660926	0.6
	"2009"	"2009"	"Non-Injury: Intestinal infections"	"GR113 001-003"	41	100660926	0.0
	"2009"	"2009"	"Non-Injury: Tuberculosis"	"GR113 005-006"	6	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Meningococcal infection"	"GR113-009"	31	100660926	0.0
	"2009"	"2009"	"Non-Injury: Septicemia"	"GR113-010"	285	100660926	0.3
	"2009"	"2009"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Viral hepatitis"	"GR113-015"	6	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	154	100660926	0.2
	"2009"	"2009"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	211	100660926	0.2
	"2009"	"2009"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2882	100660926	2.9
	"2009"	"2009"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	210	100660926	0.2
	"2009"	"2009"	"Non-Injury: Anemias"	"GR113-045"	148	100660926	0.1
	"2009"	"2009"	"Non-Injury: Diabetes mellitus"	"GR113-046"	197	100660926	0.2
	"2009"	"2009"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	14	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Meningitis"	"GR113-050"	65	100660926	0.1
	"2009"	"2009"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1406	100660926	1.4
	"2009"	"2009"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	25	100660926	0.0
	"2009"	"2009"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	314	100660926	0.3
	"2009"	"2009"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	65	100660926	0.1
	"2009"	"2009"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	55	100660926	0.1
	"2009"	"2009"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	792	100660926	0.8
	"2009"	"2009"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	30	100660926	0.0
	"2009"	"2009"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	376	100660926	0.4
	"2009"	"2009"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	69	100660926	0.1
	"2009"	"2009"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	325	100660926	0.3
	"2009"	"2009"	"Non-Injury: Peptic ulcer"	"GR113-090"	11	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Diseases of appendix"	"GR113-091"	30	100660926	0.0
	"2009"	"2009"	"Non-Injury: Hernia"	"GR113-092"	11	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	26	100660926	0.0
	"2009"	"2009"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	8	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	119	100660926	0.1
	"2009"	"2009"	"Non-Injury: Infections of kidney"	"GR113-102"	6	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	6	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	15	100660926	Unreliable
	"2009"	"2009"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	215	100660926	0.2
	"2009"	"2009"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	102	100660926	0.1
	"2009"	"2009"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1285	100660926	1.3
	"2009"	"2009"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	1175	100660926	1.2
	"2009"	"2009"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3287	100660926	3.3
	"2009"	"2009"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	67	100660926	0.1
"Total"	"2009"	"2009"			40517	100660926	40.3
	"2010"	"2010"	"Cut/Pierce"	"GRINJ-001"	505	100909402	0.5
	"2010"	"2010"	"Drowning"	"GRINJ-002"	1448	100909402	1.4
	"2010"	"2010"	"Fall"	"GRINJ-003"	398	100909402	0.4
	"2010"	"2010"	"Fire/Flame"	"GRINJ-004"	485	100909402	0.5
	"2010"	"2010"	"Hot object/Substance"	"GRINJ-005"	8	100909402	Unreliable
	"2010"	"2010"	"Firearm"	"GRINJ-006"	6570	100909402	6.5
	"2010"	"2010"	"Machinery"	"GRINJ-007"	40	100909402	0.0
	"2010"	"2010"	"Motor Vehicle Traffic"	"GRINJ-008"	8173	100909402	8.1
	"2010"	"2010"	"Other Pedal cyclist"	"GRINJ-009"	35	100909402	0.0
	"2010"	"2010"	"Other Pedestrian"	"GRINJ-010"	274	100909402	0.3
	"2010"	"2010"	"Other land transport"	"GRINJ-011"	348	100909402	0.3
	"2010"	"2010"	"Other transport"	"GRINJ-012"	124	100909402	0.1
	"2010"	"2010"	"Natural/Environmental"	"GRINJ-013"	145	100909402	0.1
	"2010"	"2010"	"Overexertion"	"GRINJ-014"	1	100909402	Unreliable
	"2010"	"2010"	"Poisoning"	"GRINJ-015"	3998	100909402	4.0
	"2010"	"2010"	"Struck by or against"	"GRINJ-016"	130	100909402	0.1
	"2010"	"2010"	"Suffocation"	"GRINJ-017"	2489	100909402	2.5
	"2010"	"2010"	"Other specified, classifiable Injury"	"GRINJ-018"	330	100909402	0.3
	"2010"	"2010"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	177	100909402	0.2
	"2010"	"2010"	"Unspecified Injury"	"GRINJ-020"	579	100909402	0.6
	"2010"	"2010"	"Non-Injury: Intestinal infections"	"GR113 001-003"	49	100909402	0.0
	"2010"	"2010"	"Non-Injury: Tuberculosis"	"GR113 005-006"	10	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Meningococcal infection"	"GR113-009"	30	100909402	0.0
	"2010"	"2010"	"Non-Injury: Septicemia"	"GR113-010"	270	100909402	0.3
	"2010"	"2010"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	2	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Viral hepatitis"	"GR113-015"	9	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	152	100909402	0.2
	"2010"	"2010"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	184	100909402	0.2
	"2010"	"2010"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2866	100909402	2.8
	"2010"	"2010"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	234	100909402	0.2
	"2010"	"2010"	"Non-Injury: Anemias"	"GR113-045"	164	100909402	0.2
	"2010"	"2010"	"Non-Injury: Diabetes mellitus"	"GR113-046"	195	100909402	0.2
	"2010"	"2010"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	15	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Meningitis"	"GR113-050"	55	100909402	0.1
	"2010"	"2010"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1372	100909402	1.4
	"2010"	"2010"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	24	100909402	0.0
	"2010"	"2010"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	330	100909402	0.3
	"2010"	"2010"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	53	100909402	0.1
	"2010"	"2010"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	53	100909402	0.1
	"2010"	"2010"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	343	100909402	0.3
	"2010"	"2010"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	19	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	333	100909402	0.3
	"2010"	"2010"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	64	100909402	0.1
	"2010"	"2010"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	316	100909402	0.3
	"2010"	"2010"	"Non-Injury: Peptic ulcer"	"GR113-090"	5	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Diseases of appendix"	"GR113-091"	17	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Hernia"	"GR113-092"	15	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	39	100909402	0.0
	"2010"	"2010"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	7	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	103	100909402	0.1
	"2010"	"2010"	"Non-Injury: Infections of kidney"	"GR113-102"	13	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	3	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	7	100909402	Unreliable
	"2010"	"2010"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	157	100909402	0.2
	"2010"	"2010"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	90	100909402	0.1
	"2010"	"2010"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1217	100909402	1.2
	"2010"	"2010"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	853	100909402	0.8
	"2010"	"2010"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3133	100909402	3.1
	"2010"	"2010"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	81	100909402	0.1
"Total"	"2010"	"2010"			39146	100909402	38.8
	"2011"	"2011"	"Cut/Pierce"	"GRINJ-001"	475	101002444	0.5
	"2011"	"2011"	"Drowning"	"GRINJ-002"	1321	101002444	1.3
	"2011"	"2011"	"Fall"	"GRINJ-003"	403	101002444	0.4
	"2011"	"2011"	"Fire/Flame"	"GRINJ-004"	449	101002444	0.4
	"2011"	"2011"	"Hot object/Substance"	"GRINJ-005"	3	101002444	Unreliable
	"2011"	"2011"	"Firearm"	"GRINJ-006"	6671	101002444	6.6
	"2011"	"2011"	"Machinery"	"GRINJ-007"	58	101002444	0.1
	"2011"	"2011"	"Motor Vehicle Traffic"	"GRINJ-008"	8043	101002444	8.0
	"2011"	"2011"	"Other Pedal cyclist"	"GRINJ-009"	37	101002444	0.0
	"2011"	"2011"	"Other Pedestrian"	"GRINJ-010"	226	101002444	0.2
	"2011"	"2011"	"Other land transport"	"GRINJ-011"	326	101002444	0.3
	"2011"	"2011"	"Other transport"	"GRINJ-012"	165	101002444	0.2
	"2011"	"2011"	"Natural/Environmental"	"GRINJ-013"	184	101002444	0.2
	"2011"	"2011"	"Overexertion"	"GRINJ-014"	2	101002444	Unreliable
	"2011"	"2011"	"Poisoning"	"GRINJ-015"	4188	101002444	4.1
	"2011"	"2011"	"Struck by or against"	"GRINJ-016"	129	101002444	0.1
	"2011"	"2011"	"Suffocation"	"GRINJ-017"	2588	101002444	2.6
	"2011"	"2011"	"Other specified, classifiable Injury"	"GRINJ-018"	362	101002444	0.4
	"2011"	"2011"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	159	101002444	0.2
	"2011"	"2011"	"Unspecified Injury"	"GRINJ-020"	579	101002444	0.6
	"2011"	"2011"	"Non-Injury: Intestinal infections"	"GR113 001-003"	44	101002444	0.0
	"2011"	"2011"	"Non-Injury: Tuberculosis"	"GR113 005-006"	8	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Meningococcal infection"	"GR113-009"	20	101002444	0.0
	"2011"	"2011"	"Non-Injury: Septicemia"	"GR113-010"	264	101002444	0.3
	"2011"	"2011"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	135	101002444	0.1
	"2011"	"2011"	"Non-Injury: Malaria"	"GR113-017"	1	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	203	101002444	0.2
	"2011"	"2011"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2824	101002444	2.8
	"2011"	"2011"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	214	101002444	0.2
	"2011"	"2011"	"Non-Injury: Anemias"	"GR113-045"	154	101002444	0.2
	"2011"	"2011"	"Non-Injury: Diabetes mellitus"	"GR113-046"	199	101002444	0.2
	"2011"	"2011"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	13	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Meningitis"	"GR113-050"	53	101002444	0.1
	"2011"	"2011"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1366	101002444	1.4
	"2011"	"2011"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	16	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	315	101002444	0.3
	"2011"	"2011"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	56	101002444	0.1
	"2011"	"2011"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	70	101002444	0.1
	"2011"	"2011"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	450	101002444	0.4
	"2011"	"2011"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	26	101002444	0.0
	"2011"	"2011"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	359	101002444	0.4
	"2011"	"2011"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	69	101002444	0.1
	"2011"	"2011"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	292	101002444	0.3
	"2011"	"2011"	"Non-Injury: Peptic ulcer"	"GR113-090"	15	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Diseases of appendix"	"GR113-091"	18	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Hernia"	"GR113-092"	4	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	39	101002444	0.0
	"2011"	"2011"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	4	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	101	101002444	0.1
	"2011"	"2011"	"Non-Injury: Infections of kidney"	"GR113-102"	8	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	4	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	6	101002444	Unreliable
	"2011"	"2011"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	168	101002444	0.2
	"2011"	"2011"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	77	101002444	0.1
	"2011"	"2011"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1283	101002444	1.3
	"2011"	"2011"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	906	101002444	0.9
	"2011"	"2011"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3069	101002444	3.0
	"2011"	"2011"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	81	101002444	0.1
"Total"	"2011"	"2011"			39314	101002444	38.9
	"2012"	"2012"	"Cut/Pierce"	"GRINJ-001"	457	101144926	0.5
	"2012"	"2012"	"Drowning"	"GRINJ-002"	1339	101144926	1.3
	"2012"	"2012"	"Fall"	"GRINJ-003"	413	101144926	0.4
	"2012"	"2012"	"Fire/Flame"	"GRINJ-004"	368	101144926	0.4
	"2012"	"2012"	"Hot object/Substance"	"GRINJ-005"	5	101144926	Unreliable
	"2012"	"2012"	"Firearm"	"GRINJ-006"	6851	101144926	6.8
	"2012"	"2012"	"Machinery"	"GRINJ-007"	50	101144926	0.0
	"2012"	"2012"	"Motor Vehicle Traffic"	"GRINJ-008"	8013	101144926	7.9
	"2012"	"2012"	"Other Pedal cyclist"	"GRINJ-009"	31	101144926	0.0
	"2012"	"2012"	"Other Pedestrian"	"GRINJ-010"	251	101144926	0.2
	"2012"	"2012"	"Other land transport"	"GRINJ-011"	313	101144926	0.3
	"2012"	"2012"	"Other transport"	"GRINJ-012"	111	101144926	0.1
	"2012"	"2012"	"Natural/Environmental"	"GRINJ-013"	113	101144926	0.1
	"2012"	"2012"	"Poisoning"	"GRINJ-015"	3934	101144926	3.9
	"2012"	"2012"	"Struck by or against"	"GRINJ-016"	137	101144926	0.1
	"2012"	"2012"	"Suffocation"	"GRINJ-017"	2566	101144926	2.5
	"2012"	"2012"	"Other specified, classifiable Injury"	"GRINJ-018"	298	101144926	0.3
	"2012"	"2012"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	177	101144926	0.2
	"2012"	"2012"	"Unspecified Injury"	"GRINJ-020"	531	101144926	0.5
	"2012"	"2012"	"Non-Injury: Intestinal infections"	"GR113 001-003"	49	101144926	0.0
	"2012"	"2012"	"Non-Injury: Tuberculosis"	"GR113 005-006"	5	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Whooping cough"	"GR113-007"	2	101144926	Unreliable
