"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	48	41025851	0.1
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	916	41025851	2.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	82	41025851	0.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	26	41025851	0.1
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	26	41025851	0.1
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	2	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	11	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	185	41025851	0.5
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	2	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	90	41025851	0.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	5	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	2	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	71	41025851	0.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	4	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	133	41025851	0.3
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	9	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	68	41025851	0.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Peptic ulcer"	"GR113-090"	1	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	6	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	3	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	3	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	22	41025851	0.1
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Infections of kidney"	"GR113-102"	2	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	1	41025851	Unreliable
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	25	41025851	0.1
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	298	41025851	0.7
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	100	41025851	0.2
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	779	41025851	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	22	41025851	0.1
"Total"	"2010"	"2010"	"5-14 years"	"5-14"			5279	41025851	12.9
	"2010"	"2010"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	461	43626342	1.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	721	43626342	1.7
	"2010"	"2010"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	341	43626342	0.8
	"2010"	"2010"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	163	43626342	0.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6201	43626342	14.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	23	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	7024	43626342	16.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	21	43626342	0.0
	"2010"	"2010"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	138	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	259	43626342	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	92	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	70	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Overexertion"	"GRINJ-014"	1	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	3854	43626342	8.8
	"2010"	"2010"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	68	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	2034	43626342	4.7
	"2010"	"2010"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	203	43626342	0.5
	"2010"	"2010"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	131	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	344	43626342	0.8
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	17	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	6	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	16	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	141	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	8	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	147	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	69	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1604	43626342	3.7
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	93	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	109	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	165	43626342	0.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	7	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	22	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1028	43626342	2.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	21	43626342	0.0
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	190	43626342	0.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	45	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	48	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	181	43626342	0.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	3	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	149	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	42	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	134	43626342	0.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	4	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	9	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	7	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	34	43626342	0.1
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	7	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	68	43626342	0.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	9	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	3	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	7	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	156	43626342	0.4
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	13	43626342	Unreliable
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	412	43626342	0.9
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	510	43626342	1.2
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1872	43626342	4.3
	"2010"	"2010"	"15-24 years"	"15-24"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	40	43626342	0.1
"Total"	"2010"	"2010"	"15-24 years"	"15-24"			29551	43626342	67.7
"Total"	"2010"	"2010"					39146	100909402	38.8
	"2011"	"2011"	"1-4 years"	"1-4"	"Cut/Pierce"	"GRINJ-001"	15	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Drowning"	"GRINJ-002"	456	16165521	2.8
	"2011"	"2011"	"1-4 years"	"1-4"	"Fall"	"GRINJ-003"	24	16165521	0.1
	"2011"	"2011"	"1-4 years"	"1-4"	"Fire/Flame"	"GRINJ-004"	142	16165521	0.9
	"2011"	"2011"	"1-4 years"	"1-4"	"Hot object/Substance"	"GRINJ-005"	2	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Firearm"	"GRINJ-006"	75	16165521	0.5
	"2011"	"2011"	"1-4 years"	"1-4"	"Machinery"	"GRINJ-007"	11	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Motor Vehicle Traffic"	"GRINJ-008"	330	16165521	2.0
	"2011"	"2011"	"1-4 years"	"1-4"	"Other Pedal cyclist"	"GRINJ-009"	3	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Other Pedestrian"	"GRINJ-010"	88	16165521	0.5
	"2011"	"2011"	"1-4 years"	"1-4"	"Other land transport"	"GRINJ-011"	13	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Other transport"	"GRINJ-012"	10	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Natural/Environmental"	"GRINJ-013"	40	16165521	0.2
	"2011"	"2011"	"1-4 years"	"1-4"	"Poisoning"	"GRINJ-015"	61	16165521	0.4
	"2011"	"2011"	"1-4 years"	"1-4"	"Struck by or against"	"GRINJ-016"	57	16165521	0.4
	"2011"	"2011"	"1-4 years"	"1-4"	"Suffocation"	"GRINJ-017"	173	16165521	1.1
	"2011"	"2011"	"1-4 years"	"1-4"	"Other specified, classifiable Injury"	"GRINJ-018"	106	16165521	0.7
	"2011"	"2011"	"1-4 years"	"1-4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	26	16165521	0.2
	"2011"	"2011"	"1-4 years"	"1-4"	"Unspecified Injury"	"GRINJ-020"	215	16165521	1.3
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Intestinal infections"	"GR113 001-003"	16	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Tuberculosis"	"GR113 005-006"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Meningococcal infection"	"GR113-009"	3	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Septicemia"	"GR113-010"	61	16165521	0.4
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Malaria"	"GR113-017"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	67	16165521	0.4
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	353	16165521	2.2
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	45	16165521	0.3
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Anemias"	"GR113-045"	14	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Diabetes mellitus"	"GR113-046"	6	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	3	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Meningitis"	"GR113-050"	11	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	165	16165521	1.0
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	42	16165521	0.3
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	4	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	112	16165521	0.7
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	15	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	53	16165521	0.3
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	5	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	99	16165521	0.6
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Peptic ulcer"	"GR113-090"	3	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Diseases of appendix"	"GR113-091"	2	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Hernia"	"GR113-092"	2	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	13	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	1	16165521	Unreliable
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	34	16165521	0.2
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	493	16165521	3.0
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	278	16165521	1.7
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	471	16165521	2.9
	"2011"	"2011"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	22	16165521	0.1
"Total"	"2011"	"2011"	"1-4 years"	"1-4"			4246	16165521	26.3
	"2011"	"2011"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	29	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	240	41039048	0.6
	"2011"	"2011"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	32	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	147	41039048	0.4
	"2011"	"2011"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	311	41039048	0.8
	"2011"	"2011"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	6	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	787	41039048	1.9
	"2011"	"2011"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	17	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	29	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	84	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	47	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	49	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	75	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	21	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	300	41039048	0.7
	"2011"	"2011"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	36	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	26	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	40	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	19	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Tuberculosis"	"GR113 005-006"	3	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	6	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	69	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	1	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	58	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	860	41039048	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	70	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	43	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	26	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	1	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	14	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	203	41039048	0.5
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	1	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	87	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	9	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	5	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	118	41039048	0.3
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	4	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	136	41039048	0.3
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	18	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	64	41039048	0.2
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	9	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	1	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	17	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	2	41039048	Unreliable
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	30	41039048	0.1
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	358	41039048	0.9
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	103	41039048	0.3
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	774	41039048	1.9
	"2011"	"2011"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	13	41039048	Unreliable
"Total"	"2011"	"2011"	"5-14 years"	"5-14"			5401	41039048	13.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	431	43797875	1.0
	"2011"	"2011"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	625	43797875	1.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	347	43797875	0.8
	"2011"	"2011"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	160	43797875	0.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Hot object/Substance"	"GRINJ-005"	1	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6285	43797875	14.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	41	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	6926	43797875	15.8
	"2011"	"2011"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	17	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	109	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	229	43797875	0.5
	"2011"	"2011"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	108	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	95	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Overexertion"	"GRINJ-014"	2	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	4052	43797875	9.3
	"2011"	"2011"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	51	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	2115	43797875	4.8
	"2011"	"2011"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	220	43797875	0.5
	"2011"	"2011"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	107	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	324	43797875	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	9	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	11	43797875	Unreliable
